name,email,country,language,city,instagram,twitter,phone,organization,type,notes
Catherine Constantinides,,ZAF,en,Johannesburg,@changeagentSA,@changeagentSA,,Environmental Activist,influencer,Prominent climate and human rights activist
Thuli Madonsela,,ZAF,en,Johannesburg,@thulimadonsela3,@ThuliMadonsela3,,Social Justice Advocate,influencer,Advocate for social justice and peace
Sizwe Mpofu-Walsh,,ZAF,en,Johannesburg,@sizwempofuwalsh,@SizweMpofuWalsh,,Podcaster and Author,influencer,Hosts geopolitics podcast
Zayaan Khan,,ZAF,en,Johannesburg,@zayaan_khan,not_sure,,Food Sovereignty Activist,influencer,Focus on sustainable agriculture
Mikaela Jade,,ZAF,en,Johannesburg,@mikaelajade,not_sure,,Nature Conservationist,influencer,Advocates for biodiversity protection
Songezo Zibi,,ZAF,en,Johannesburg,@songezozibi,@SongezoZibi,,Political Analyst,influencer,Focus on South African politics
Maya Wegerif,,ZAF,en,Johannesburg,@mayawhatever,@mayawhatever,,Poet and Activist,influencer,Covers social justice and climate issues
Lebo Mashile,,ZAF,en,Johannesburg,@lebomashile,@lebomashile,,Poet and Performer,influencer,Cultural influencer with focus on social issues
Mandla Mandela,,ZAF,en,Johannesburg,@mandlamandela,@MandlaMandela,,Politician and Activist,influencer,Focus on peace and reconciliation
Zukiswa Wanner,,ZAF,en,Johannesburg,@zukiswawanner,not_sure,,Author and Cultural Activist,influencer,Promotes African literature and culture
Lindiwe Mazibuko,,ZAF,en,Johannesburg,@lindiwemazibuko,@LindiMazibuko,,Political Leader,influencer,Advocates for democracy and governance
Trevor Stuurman,,ZAF,en,Johannesburg,@trevor_stuurman,@trevor_stuurman,,Photographer and Creative,influencer,Cultural influencer with focus on African identity
Ferial Haffajee,,ZAF,en,Johannesburg,@ferialhaffajee,@ferialhaffajee,,Journalist,influencer,Covers politics and social issues
Tumi Morake,,ZAF,en,Johannesburg,@tumi_morake,not_sure,,Comedian and Author,influencer,Focus on social commentary
Gareth Cliff,,ZAF,en,Johannesburg,@grcliff,@GarethCliff,,Radio Host,influencer,Hosts discussions on current affairs
