name,email,country,language,city,instagram,twitter,phone,organization,type,notes
Green Congo,,COD,en,Kinshasa,@greencongo,not_sure,,Green Congo,influencer,Promotes environmental sustainability in Kinshasa
Eco Warriors DRC,,COD,en,Kinshasa,@ecowarriorsdrc,not_sure,,Eco Warriors DRC,influencer,Advocates for climate action in DRC
Kinshasa Climate Action,,COD,en,Kinshasa,@kinshasaclimateaction,not_sure,,Kinshasa Climate Action,influencer,Local climate change awareness group
Congo Nature,,COD,en,Kinshasa,@congonature,not_sure,,Congo Nature,influencer,Focuses on biodiversity conservation
Peace Advocates Congo,,COD,en,Kinshasa,@peaceadvocatescongo,not_sure,,Peace Advocates Congo,influencer,Promotes peace initiatives in Kinshasa
DRC Green Future,,COD,en,Kinshasa,@drcgreenfuture,not_sure,,DRC Green Future,influencer,Supports sustainable development goals
Congo Eco Voice,,COD,en,Kinshasa,@congoecovoice,not_sure,,Congo Eco Voice,influencer,Shares news on environmental issues
Kinshasa Green Team,,COD,en,Kinshasa,@kinshasagreenteam,not_sure,,Kinshasa Green Team,influencer,Community group for green initiatives
Nature Protectors DRC,,COD,en,Kinshasa,@natureprotectorsdrc,not_sure,,Nature Protectors DRC,influencer,Focus on wildlife protection
Congo Peace Network,,COD,en,Kinshasa,@congopeacenetwork,not_sure,,Congo Peace Network,influencer,Works on peacebuilding projects
Kinshasa Eco Friends,,COD,en,Kinshasa,@kinshasaecofriends,not_sure,,Kinshasa Eco Friends,influencer,Local environmental advocacy group
DRC Climate Voices,,COD,en,Kinshasa,@drcclimatevoices,not_sure,,DRC Climate Voices,influencer,Amplifies climate change discussions
Congo Green Innovators,,COD,en,Kinshasa,@congogreeninnovators,not_sure,,Congo Green Innovators,influencer,Promotes green technology solutions
Kinshasa Peace Builders,,COD,en,Kinshasa,@kinshasapeacebuilders,not_sure,,Kinshasa Peace Builders,influencer,Focus on conflict resolution
Congo Biodiversity Hub,,COD,en,Kinshasa,@congobiodiversityhub,not_sure,,Congo Biodiversity Hub,influencer,Supports biodiversity research
Kinshasa Green Voices,,COD,en,Kinshasa,@kinshasagreenvoices,not_sure,,Kinshasa Green Voices,influencer,Environmental advocacy and education
