name,email,country,language,city,instagram,twitter,phone,organization,type,notes
Santiago Rivas,,COL,es,Bogota,@rivas_santiago,not_sure,,Presunto Podcast,influencer,Hosts top geopolitics podcast
Catalina Mesa,,COL,es,Bogota,@catalina_mesa,not_sure,,Nature Conservationist,influencer,Advocates for biodiversity in Bogotá
Juanita Goebertus,,COL,es,Bogota,@juanita_goe,@JuanitaGoe,,Peacebuilding Expert,influencer,Prominent peace process advocate
Daniel Samper Ospina,,COL,es,Bogota,@danielsamperospina,@DanielSamperO,,Journalist and Satirist,influencer,Influential in political discourse
Claudia Bahamón,,COL,es,Bogota,@claudiabahamon,@claudiabahamon,,Environmental Advocate,influencer,Promotes sustainable living
Brigitte Baptiste,,COL,es,Bogota,@brigitte_baptiste,@brigitte_baptis,,Ean University,influencer,Biodiversity and sustainability expert
Alejandro Gaviria,,COL,es,Bogota,@agaviriau,@agaviriau,,Economist and Author,influencer,Writes on climate and policy
María Paulina Baena,,COL,es,Bogota,@mariapbaena,@lapullalapulla,,La Pulla,influencer,Hosts satirical news show
Juliana Uribe Villegas,,COL,es,Bogota,@julianauribev,not_sure,,Movilizatorio,influencer,Leads civic engagement initiatives
Camilo Prieto,,COL,es,Bogota,@camiloprietor,not_sure,,Environmental Doctor,influencer,Focuses on climate health impacts
Paola Ochoa,,COL,es,Bogota,@paolaochoaamaya,not_sure,,Journalist,influencer,Covers economic and environmental issues
Gonzalo Guillén,,COL,es,Bogota,@gonzaloguillen,@HELIODOPTERO,,Investigative Journalist,influencer,Reports on environmental corruption
María Alejandra Villamizar,,COL,es,Bogota,@malejavillamizar,not_sure,,Political Analyst,influencer,Focuses on peace and conflict
Nicolás Montero,,COL,es,Bogota,@nicolasmonteroc,not_sure,,Cultural Manager,influencer,Promotes cultural sustainability
Adriana Lucía,,COL,es,Bogota,@adrianalucia,@AdrianaLucia,,Singer and Activist,influencer,Advocates for peace and equality
Mauricio Cárdenas,,COL,es,Bogota,@mauriciocard,@MauricioCard,,Economist,influencer,Writes on climate policy
Laura Tobón,,COL,es,Bogota,@laura_tobon,@LauraTobon,,Model and Presenter,influencer,Promotes eco-friendly lifestyle
Felipe Zuleta,,COL,es,Bogota,@felipezuletal,not_sure,,Journalist,influencer,Covers politics and environment
María Jimena Duzán,,COL,es,Bogota,@mariajimenaduzan,@MJDuzan,,Journalist,influencer,Focuses on peace and justice
Julián Román,,COL,es,Bogota,@julianroman1,@JulianRoman,,Actor and Activist,influencer,Advocates for social justice
Vanessa de la Torre,,COL,es,Bogota,@vanedelatorre,not_sure,,Journalist,influencer,Covers climate and social issues
Jorge Enrique Abello,,COL,es,Bogota,@jeabello,@jeabello,,Actor,influencer,Promotes environmental awareness
María Fernanda Cabal,,COL,es,Bogota,@mariafernandacabal,@MariaFdaCabal,,Politician,influencer,Focuses on national security
Santiago Alarcón,,COL,es,Bogota,@santialarconu,@Santialarconu,,Actor,influencer,Advocates for peace and environment
Claudia López,,COL,es,Bogota,@claudialopezcl,@ClaudiaLopez,,Mayor of Bogotá,influencer,Leads city climate initiatives
Iván Cepeda,,COL,es,Bogota,@ivancepeda,@IvanCepedaCast,,Senator,influencer,Advocates for peace and justice
Angélica Lozano,,COL,es,Bogota,@angelicalozanoc,@AngelicaLozanoC,,Senator,influencer,Focuses on environmental policy
Gustavo Bolívar,,COL,es,Bogota,@gustavo_bolivar,@GustavoBolivar,,Senator,influencer,Advocates for social justice
María José Pizarro,,COL,es,Bogota,@mariajosepizarro,@PizarroMariaJo,,Congresswoman,influencer,Focuses on peace and reconciliation
Carlos Vives,,COL,es,Bogota,@carlosvives,@carlosvives,,Musician,influencer,Promotes cultural and environmental causes
Andrea Echeverri,,COL,es,Bogota,@andreacheverri,not_sure,,Musician,influencer,Advocates for peace and environment
Juanes,,COL,es,Bogota,@juanes,@juanes,,Musician,influencer,Promotes peace and social causes
Natalia Reyes,,COL,es,Bogota,@nataliareyesg,@nataliareyesg,,Actress,influencer,Advocates for environmental awareness
Esteban Santos,,COL,es,Bogota,@estebansantos10,not_sure,,Entrepreneur,influencer,Focuses on sustainable business
Catalina García,,COL,es,Bogota,@catalinagarcia,not_sure,,Musician,influencer,Promotes cultural and environmental causes
Ricardo Silva Romero,,COL,es,Bogota,@ricardosilvaromero,@rsilvaromero,,Writer,influencer,Writes on social and environmental issues
Manuel Medrano,,COL,es,Bogota,@manuelmedrano,@manuelmedrano,,Musician,influencer,Promotes peace and social causes
Laura Mora,,COL,es,Bogota,@lauramora,not_sure,,Filmmaker,influencer,Focuses on social justice themes
J Balvin,,COL,es,Bogota,@jbalvin,@JBALVIN,,Musician,influencer,Advocates for mental health and peace
Sebastián Yatra,,COL,es,Bogota,@sebastianyatra,@SebastianYatra,,Musician,influencer,Promotes peace and social causes
Maluma,,COL,es,Bogota,@maluma,@maluma,,Musician,influencer,Advocates for peace and social causes
Goyo,,COL,es,Bogota,@goyo,not_sure,,Musician,influencer,Promotes cultural and environmental causes
Fonseca,,COL,es,Bogota,@fonsecamusic,@Fonseca,,Musician,influencer,Advocates for peace and social causes
Andrés Cepeda,,COL,es,Bogota,@andrescepeda,@andrescepeda,,Musician,influencer,Promotes peace and social causes
Carolina Guerra,,COL,es,Bogota,@carowar,not_sure,,Actress,influencer,Advocates for environmental awareness
Juan Pablo Raba,,COL,es,Bogota,@juanpabloraba,@juanpabloraba,,Actor,influencer,Promotes peace and social causes
Marcela Mar,,COL,es,Bogota,@marcelamar07,not_sure,,Actress,influencer,Advocates for environmental awareness
Carolina Cruz,,COL,es,Bogota,@carolinacruzosorio,@carocruz,,Presenter,influencer,Promotes eco-friendly lifestyle
Alejandro Riaño,,COL,es,Bogota,@alejandroria,@alejandroria,,Comedian,influencer,Advocates for peace and social causes
Lina Tejeiro,,COL,es,Bogota,@linatejeiro,@Lina_Tejeiro,,Actress,influencer,Promotes environmental awareness
Julián Arango,,COL,es,Bogota,@julianjarango,not_sure,,Actor,influencer,Advocates for peace and social causes
Carolina Ramírez,,COL,es,Bogota,@carocali,not_sure,,Actress,influencer,Promotes environmental awareness
Jorge Celedón,,COL,es,Bogota,@jorgitoceledon,@JorgitoCeledon,,Musician,influencer,Advocates for peace and social causes
Paola Turbay,,COL,es,Bogota,@paolaturbay,@paolaturbay,,Actress,influencer,Promotes eco-friendly lifestyle
Margarita Rosa de Francisco,,COL,es,Bogota,@margaritarosadefrancisco,not_sure,,Actress,influencer,Advocates for peace and social causes
Santiago Cruz,,COL,es,Bogota,@santicruz,@santicruz,,Musician,influencer,Promotes peace and social causes
Adriana Arboleda,,COL,es,Bogota,@adrianaarboledar,not_sure,,Model and Presenter,influencer,Promotes eco-friendly lifestyle
Marcela Carvajal,,COL,es,Bogota,@marcelacarvajal,not_sure,,Actress,influencer,Advocates for environmental awareness
Juan Fernando Quintero,,COL,es,Bogota,@juanferquinterop,@juanferquinte10,,Footballer,influencer,Promotes peace and social causes
Catalina Aristizábal,,COL,es,Bogota,@catalinaaristizabalh,not_sure,,Presenter,influencer,Promotes eco-friendly lifestyle
Carolina Gómez,,COL,es,Bogota,@carogomezfilm,not_sure,,Actress,influencer,Advocates for peace and social causes
Andrea Serna,,COL,es,Bogota,@andreasernafotos,not_sure,,Presenter,influencer,Promotes eco-friendly lifestyle
Juan Pablo Espinosa,,COL,es,Bogota,@espinosajuanpa,not_sure,,Actor,influencer,Promotes peace and social causes
Carolina Acevedo,,COL,es,Bogota,@caroacevedooficial,not_sure,,Actress,influencer,Advocates for environmental awareness
Juan Pablo Ruiz,,COL,es,Bogota,@juanpabloruiz,not_sure,,Climate Change Expert,influencer,Climate change expert and speaker
Paula Jaramillo,,COL,es,Bogota,@paulajaramilloa,not_sure,,Nature Conservationist,influencer,Focuses on biodiversity conservation
Andrés Parra,,COL,es,Bogota,@andresparrag,not_sure,,Actor and Activist,influencer,Advocates for peace and environmental issues
María Alejandra Cardona,,COL,es,Bogota,@malejacardona,not_sure,,Environmental Journalist,influencer,Reports on climate and nature topics
Camilo Prieto,,COL,es,Bogota,@camiloprieto,not_sure,,Doctor and Environmentalist,influencer,Promotes health and environmental sustainability
Natalia Ponce de León,,COL,es,Bogota,@nataliaponcedeleon,not_sure,,Activist,influencer,Advocates for peace and human rights
Felipe Arias,,COL,es,Bogota,@felipearias71,not_sure,,Journalist and Presenter,influencer,Covers environmental and social issues
María José Martínez,,COL,es,Bogota,@majomartinez,not_sure,,Sustainability Advocate,influencer,Promotes sustainable living practices
Andrea Echeverri,,COL,es,Bogota,@andre_echeverri,not_sure,,Musician and Environmentalist,influencer,Promotes environmental consciousness through music
Ricardo Leyva,,COL,es,Bogota,@ricardoleyva,not_sure,,Entrepreneur and Influencer,influencer,Promotes sustainable business practices
Tatiana Calderón,,COL,es,Bogota,@tatacalde7,not_sure,,Racing Driver and Influencer,influencer,Promotes environmental sustainability in sports
Esteban Cortázar,,COL,es,Bogota,@estebancortazar,not_sure,,Fashion Designer and Influencer,influencer,Advocates for sustainable fashion
Catalina Garzón,,COL,es,Bogota,@catalinagarzon,not_sure,,Climate Action Colombia,influencer,Climate activist and speaker
Laura Restrepo,,COL,es,Bogota,@laurarestrepo,not_sure,,Peace Colombia,influencer,Peace and conflict resolution influencer
Andrés Gómez,,COL,es,Bogota,@andresgomez,not_sure,,Geopolitics Colombia,influencer,Geopolitical analyst
María Fernanda Díaz,,COL,es,Bogota,@mariafdiaz,not_sure,,Eco Bogotá,influencer,Environmental blogger
Carlos Torres,,COL,es,Bogota,@carlostorres,not_sure,,Green Future Colombia,influencer,Sustainability advocate
Ana María López,,COL,es,Bogota,@anamlopez,not_sure,,Peace Builders,influencer,Peacebuilding influencer
Felipe Martínez,,COL,es,Bogota,@felipemartinez,not_sure,,Colombia Climate Network,influencer,Climate change communicator
Sofía Rodríguez,,COL,es,Bogota,@sofiarodriguez,not_sure,,Nature Protectors,influencer,Biodiversity advocate
Diego Castro,,COL,es,Bogota,@diegocastro,not_sure,,Peace Advocates,influencer,Peace initiatives promoter
Camila Herrera,,COL,es,Bogota,@camilaherrera,not_sure,,Eco Warriors,influencer,Environmental activist
Jorge Ramírez,,COL,es,Bogota,@jorgeramirez,not_sure,,Colombian Geopolitics,influencer,Geopolitical influencer
Natalia Pérez,,COL,es,Bogota,@nataliaperez,not_sure,,Green Colombia,influencer,Sustainability influencer
Luis Fernando Mejía,,COL,es,Bogota,@luisfmejia,not_sure,,Climate Voices,influencer,Climate change advocate
Daniela Vargas,,COL,es,Bogota,@danielavargas,not_sure,,Peace Colombia,influencer,Peace and diplomacy influencer
Ricardo López,,COL,es,Bogota,@ricardolopez,not_sure,,Nature Defenders,influencer,Nature conservation influencer
Paula Gómez,,COL,es,Bogota,@paulagomez,not_sure,,Eco Colombia,influencer,Environmental protection advocate
Esteban Morales,,COL,es,Bogota,@estebanmorales,not_sure,,Peace Builders,influencer,Peace initiatives influencer
Valentina Ramírez,,COL,es,Bogota,@valentinaramirez,not_sure,,Colombian Climate Action,influencer,Climate action advocate
Sebastián Torres,,COL,es,Bogota,@sebastiantorres,not_sure,,Nature Colombia,influencer,Biodiversity influencer
Gabriela Sánchez,,COL,es,Bogota,@gabrielasanchez,not_sure,,Peace Advocates,influencer,Peace and conflict resolution influencer
Alejandro Rojas,,COL,es,Bogota,@alejandrorojas,not_sure,,Eco Warriors,influencer,Environmental influencer
Carolina Muñoz,,COL,es,Bogota,@carolinamunoz,not_sure,,Colombian Geopolitics,influencer,Geopolitical analyst
Miguel Ángel Díaz,,COL,es,Bogota,@migueladiaz,not_sure,,Green Colombia,influencer,Sustainability advocate
Isabella Martínez,,COL,es,Bogota,@isabellamartinez,not_sure,,Climate Voices,influencer,Climate change influencer
