name,email,country,language,city,instagram,twitter,phone,organization,type,notes
David Suzuki,,CAN,en,Vancouver,@davidsuzukifdn,@DavidSuzukiFDN,,David Suzuki Foundation,influencer,Renowned environmentalist and broadcaster
Severn Cullis-Suzuki,,CAN,en,Vancouver,@severncullissuzuki,not_sure,,Environmental Activist,influencer,Advocate for intergenerational climate justice
Tzeporah Berman,,CAN,en,Vancouver,@tzeporah,@Tzeporah,,Stand.earth,influencer,Environmental campaigner and author
Kai Nagata,,CAN,en,Vancouver,@kainagata,@kainagata,,Dogwood BC,influencer,Communications director at Dogwood BC
Anjali Appadurai,,CAN,en,Vancouver,@anjaliapp,@anjaliapp,,Climate Justice Advocate,influencer,Climate justice advocate and speaker
Alyssa Neilsen,,CAN,en,Vancouver,@alyssaneilsen,not_sure,,Sustainable Fashion Influencer,influencer,Promotes sustainable fashion and lifestyle
Andrea Reimer,,CAN,en,Vancouver,@andreareimer,@andreareimer,,Former City Councillor,influencer,Advocate for sustainable urban development
Lindsay Coulter,,CAN,en,Vancouver,@queenofgreen,not_sure,,Queen of Green,influencer,Eco-friendly living advocate
Kevin Vallely,,CAN,en,Vancouver,@kevinvallely,not_sure,,Adventurer and Author,influencer,Focuses on climate change and exploration
Christine Boyle,,CAN,en,Vancouver,@christineeboyle,@christineeboyle,,City Councillor,influencer,Advocates for climate action in city policy
Jillian Harris,,CAN,en,Vancouver,@jillian.harris,@jillianharris,,Lifestyle Influencer,influencer,Promotes sustainable living practices
Seth Klein,,CAN,en,Vancouver,@sethdklein,@SethDKlein,,Author and Activist,influencer,Author of 'A Good War' on climate action
Andrea Woo,,CAN,en,Vancouver,@andreawoo,@andreawoo,,Journalist,influencer,Covers health and social issues
Merran Smith,,CAN,en,Vancouver,@merransmith,not_sure,,Clean Energy Canada,influencer,Leads clean energy initiatives
Kai Chan,,CAN,en,Vancouver,@kaichanubc,not_sure,,UBC Professor,influencer,Focus on biodiversity and conservation
Naomi Devine,,CAN,en,Vancouver,@naomidevine,not_sure,,Sustainability Consultant,influencer,Consultant on sustainability and climate
Rhiannon Moore,,CAN,en,Vancouver,@rhiannonmoore,not_sure,,Ocean Conservationist,influencer,Advocates for ocean health and policy
Melina Laboucan-Massimo,,CAN,en,Vancouver,@melina_miyowapan,@Melina_MLM,,Indigenous Climate Action,influencer,Indigenous rights and climate justice
Ziya Tong,,CAN,en,Vancouver,@ziyatong,@ziyatong,,Science Broadcaster,influencer,Science communicator and author
Alyssa Ravasio,,CAN,en,Vancouver,@alyssaravasio,not_sure,,Hipcamp,influencer,Promotes sustainable outdoor recreation
Christina Toth,,CAN,en,Vancouver,@christinatoth,not_sure,,Environmental Storyteller,influencer,Shares stories on sustainability
Megan Curren,,CAN,en,Vancouver,@megancurren,not_sure,,District Councillor,influencer,Advocates for climate action policies
Ben West,,CAN,en,Vancouver,@benwestdotca,not_sure,,Environmental Activist,influencer,Focus on climate and energy issues
Ian Mauro,,CAN,en,Vancouver,@ianmauro,not_sure,,Filmmaker and Scientist,influencer,Focus on climate change storytelling
Jodi Stark,,CAN,en,Vancouver,@jodistark,not_sure,,Greenpeace Canada,influencer,Campaigner for ocean protection
Rhiannon Bennett,,CAN,en,Vancouver,@rhiannonbennett,not_sure,,Indigenous Educator,influencer,Advocates for indigenous and environmental education
Tamo Campos,,CAN,en,Vancouver,@tamocampos,not_sure,,Beyond Boarding,influencer,Focus on climate justice and youth activism
Julia Pope,,CAN,en,Vancouver,@juliapope,not_sure,,Climate Communicator,influencer,Communicates climate science to the public
Alyssa Neufeld,,CAN,en,Vancouver,@alyssaneufeld,not_sure,,Environmental Educator,influencer,Focus on youth environmental education
Randy Shore,,CAN,en,Vancouver,@randyshore,not_sure,,Journalist,influencer,Covers environmental and food sustainability
Emily Carr,,CAN,en,Vancouver,@emilycarr,not_found,,Artist,influencer,Focus on nature and conservation themes
Mark Jaccard,,CAN,en,Vancouver,@markjaccard,not_sure,,Energy Economist,influencer,Expert on sustainable energy policies
Caitlyn Vernon,,CAN,en,Vancouver,@caitlynvernon,not_sure,,Sierra Club BC,influencer,Advocates for environmental protection
Kimberly Brown,,CAN,en,Vancouver,@kimberlybrown,not_sure,,Climate Activist,influencer,Focus on climate justice and equity
Paul Nicklen,,CAN,en,Vancouver,@paulnicklen,@PaulNicklen,,Photographer,influencer,Focus on wildlife and conservation photography
Tara Cullis,,CAN,en,Vancouver,@taracullis,not_sure,,David Suzuki Foundation,influencer,Environmental advocate and writer
Joel Solomon,,CAN,en,Vancouver,@joelsolomon,not_sure,,Renewal Funds,influencer,Focus on sustainable investment
Ben West,,CAN,en,Vancouver,@benwest,not_sure,,Climate Campaigner,influencer,Works on climate solutions and policy
Kevin Huang,,CAN,en,Vancouver,@kevinjhuang,not_sure,,Hua Foundation,influencer,Promotes environmental sustainability in Asian communities
Aja Barber,,CAN,en,Vancouver,@ajabarber,@AjaSaysHello,,Sustainable Fashion Advocate,influencer,Focuses on ethical fashion and sustainability
Briony Penn,,CAN,en,Vancouver,@brionypenn,not_sure,,Author and Environmentalist,influencer,Writes on nature and conservation
Jiselle Hanna,,CAN,en,Vancouver,@jisellehanna,not_sure,,Climate Justice Advocate,influencer,Focuses on climate justice and activism
Sandy Garossino,,CAN,en,Vancouver,@garossino,not_sure,,Columnist and Commentator,influencer,Covers social and environmental issues
Megan Leslie,,CAN,en,Vancouver,@meganleslie,not_sure,,WWF Canada,influencer,Advocates for wildlife and nature conservation
Mandy Leith,,CAN,en,Vancouver,@mandyleith,not_sure,,Documentary Filmmaker,influencer,Focuses on environmental documentaries
Jocelyn Macdougall,,CAN,en,Vancouver,@jocelynmacdougall,not_sure,,Community Organizer,influencer,Advocates for social and environmental justice
Lindsay Meads,,CAN,en,Vancouver,@lindsaymeads,not_sure,,Sustainable Living Advocate,influencer,Promotes eco-friendly living practices
Robyn Allan,,CAN,en,Vancouver,@robynallan,not_sure,,Economist and Commentator,influencer,Focuses on environmental economics
