name,email,country,language,city,instagram,twitter,phone,organization,type,notes
Sipho Kings,,ZAF,en,Johannesburg,@siphokings,@siphojeff,,Mail & Guardian,journalist,Editor for environmental reporting
Ferial Haffajee,,ZAF,en,Johannesburg,@ferialhaffajee,@ferialhaffajee,,Daily Maverick,journalist,Senior journalist on geopolitics
Kevin Bloom,,ZAF,en,Johannesburg,@kevinbloom,@kevinbloom,,Daily Maverick,journalist,Writes on climate and geopolitics
Tanya Farber,,ZAF,en,Johannesburg,@tanya_farber,not_sure,,Sunday Times,journalist,Covers environmental issues
Sheree Bega,,ZAF,en,Johannesburg,@shereebega,not_sure,,Mail & Guardian,journalist,Focuses on environmental justice
Sarah Wild,,ZAF,en,Johannesburg,@sarahemilywild,not_sure,,Freelance,journalist,Science journalist on climate change
Mia Malan,,ZAF,en,Johannesburg,@miamalan,@miamalan,,Bhekisisa,journalist,Health and environment editor
Rebecca Davis,,ZAF,en,Johannesburg,@becsplanb,@becsplanb,,Daily Maverick,journalist,Writes on social justice and environment
Chris Roper,,ZAF,en,Johannesburg,@chrisroper,@chrisroper,,Code for Africa,journalist,Digital journalism on climate data
Yolandi Groenewald,,ZAF,en,Johannesburg,@yolandigroenewald,not_sure,,City Press,journalist,Covers energy and environment
Thanduxolo Jika,,ZAF,en,Johannesburg,@thanduxolo_jika,not_sure,,Sunday Times,journalist,Investigative journalist on climate issues
Athandiwe Saba,,ZAF,en,Johannesburg,@athandisaba,not_sure,,Mail & Guardian,journalist,Focuses on environmental justice
Lucas Ledwaba,,ZAF,en,Johannesburg,@lucasledwaba,not_sure,,Mukurukuru Media,journalist,Writes on rural and environmental issues
Khadija Patel,,ZAF,en,Johannesburg,@khadijapatel,@khadijapatel,,Independent,journalist,Covers international affairs and climate
Greg Nicolson,,ZAF,en,Johannesburg,@gregnicolson,@gregnicolson,,Daily Maverick,journalist,Focuses on politics and environment
Pontsho Pilane,,ZAF,en,Johannesburg,@pontsho_pilane,not_sure,,Bhekisisa,journalist,Health and climate journalist
Riaan Grobler,,ZAF,en,Johannesburg,@riaangrobler,not_sure,,News24,journalist,Covers environmental news
Mandy Wiener,,ZAF,en,Johannesburg,@mandywiener,@mandywiener,,Eyewitness News,journalist,Investigative journalist on social issues
Qaanitah Hunter,,ZAF,en,Johannesburg,@qaanitahhunter,@QaanitahHunter,,News24,journalist,Political journalist with environmental focus
Lynsey Chutel,,ZAF,en,Johannesburg,@lynseychutel,not_sure,,Quartz Africa,journalist,Covers African geopolitics and climate
Athandiwe Saba,,ZAF,en,Johannesburg,@athandiwesaba,not_sure,,Mail & Guardian,journalist,Investigative journalist on social issues
Ranjeni Munusamy,,ZAF,en,Johannesburg,@ranjenim,@RanjeniM,,Tiso Blackstar Group,journalist,Political journalist and analyst
Niren Tolsi,,ZAF,en,Johannesburg,@niren_tolsi,not_sure,,Freelance,journalist,Writes on human rights and justice
Masego Rahlaga,,ZAF,en,Johannesburg,@masegorahlaga,not_sure,,Eyewitness News,journalist,Covers breaking news and social issues
Ruth Maclean,,ZAF,en,Johannesburg,@ruthmaclean,not_sure,,The Guardian,journalist,West Africa correspondent
Sibongakonke Shoba,,ZAF,en,Johannesburg,@sibongakonke_shoba,not_sure,,Sunday Times,journalist,Political editor at Sunday Times
Thabo Leshilo,,ZAF,en,Johannesburg,@thaboleshilo,not_sure,,Business Day,journalist,Writes on business and politics
Zukiswa Pikoli,,ZAF,en,Johannesburg,@zukipikoli,not_sure,,Daily Maverick,journalist,Covers social justice and politics
Lizeka Tandwa,,ZAF,en,Johannesburg,@lizekatandwa,not_sure,,News24,journalist,Political journalist and editor
Sam Mkokeli,,ZAF,en,Johannesburg,@sammkokeli,not_sure,,Bloomberg,journalist,Covers business and politics
