name,email,country,language,city,instagram,twitter,phone,organization,type,notes
Niloofar Hamedi,,IRN,fa,Tehran,@niloofar_hamedi,not_sure,,Journalist,influencer,Covers environmental issues in Iran
Amirhossein Khodaparast,,IRN,fa,Tehran,@amirhossein_khodaparast,not_sure,,Environmental Activist,influencer,Prominent environmental activist in Tehran
Sara Masoumi,,IRN,fa,Tehran,@sara_masoumi,not_sure,,Journalist,influencer,Focuses on geopolitics and international affairs
Green Wave Iran,,IRN,fa,Tehran,@greenwaveiran,not_sure,,Environmental NGO,influencer,Promotes environmental awareness in Tehran
Mohammad Darvish,,IRN,fa,Tehran,@mohammad_darvish,not_sure,,Environmental Researcher,influencer,Advocates for nature conservation
Zahra Mohammadi,,IRN,fa,Tehran,@zahra_mohammadi,not_sure,,Peace Activist,influencer,Promotes peace initiatives in Iran
Tehran Peace Museum,,IRN,fa,Tehran,@tehran_peace_museum,not_sure,,Museum,influencer,Focuses on peace education
Ali Shariati,,IRN,fa,Tehran,@ali_shariati,not_sure,,Environmental Blogger,influencer,Writes about climate change
Fatemeh Karimi,,IRN,fa,Tehran,@fatemeh_karimi,not_sure,,Climate Activist,influencer,Advocates for climate action in Tehran
Iran Nature Conservation Society,,IRN,fa,Tehran,@irannature,not_sure,,NGO,influencer,Promotes biodiversity conservation
Reza Khosravi,,IRN,fa,Tehran,@reza_khosravi,not_sure,,Environmental Journalist,influencer,Covers environmental news in Iran
Shirin Ebadi,,IRN,fa,Tehran,@shirin_ebadi,not_sure,,Nobel Laureate,influencer,Advocates for peace and human rights
Tehran Environment Group,,IRN,fa,Tehran,@tehran_environment,not_sure,,Environmental Group,influencer,Focuses on urban environmental issues
Mina Ahadi,,IRN,fa,Tehran,@mina_ahadi,not_sure,,Activist,influencer,Human rights and peace advocate
Climate Action Iran,,IRN,fa,Tehran,@climateactioniran,not_sure,,NGO,influencer,Promotes climate action initiatives
Hossein Ronaghi,,IRN,fa,Tehran,@hossein_ronaghi,not_sure,,Activist,influencer,Focuses on freedom of expression and peace
Iranian Geopolitics Forum,,IRN,fa,Tehran,@iran_geopolitics,not_sure,,Forum,influencer,Discusses geopolitics and international relations
Leila Araghian,,IRN,fa,Tehran,@leila_araghian,not_sure,,Architect,influencer,Promotes sustainable architecture
Tehran Wildlife Society,,IRN,fa,Tehran,@tehranwildlife,not_sure,,NGO,influencer,Focuses on wildlife protection
Parvin Ardalan,,IRN,fa,Tehran,@parvin_ardalan,not_sure,,Activist,influencer,Women's rights and peace advocate
Iranian Environmentalists,,IRN,fa,Tehran,@iranian_environmentalists,not_sure,,Group,influencer,Promotes environmental protection
Saeed Jalili,,IRN,fa,Tehran,@saeed_jalili,not_sure,,Politician,influencer,Discusses geopolitics and international affairs
Tehran Green Movement,,IRN,fa,Tehran,@tehrangreenmovement,not_sure,,Movement,influencer,Focuses on environmental activism
Nasrin Sotoudeh,,IRN,fa,Tehran,@nasrin_sotoudeh,not_sure,,Lawyer,influencer,Human rights and peace advocate
Iranian Biodiversity Network,,IRN,fa,Tehran,@iran_biodiversity,not_sure,,Network,influencer,Promotes biodiversity conservation
Mehdi Karroubi,,IRN,fa,Tehran,@mehdi_karroubi,not_sure,,Politician,influencer,Advocates for peace and reform
Tehran Climate Coalition,,IRN,fa,Tehran,@tehran_climate_coalition,not_sure,,Coalition,influencer,Focuses on climate action in Tehran
Zahra Rahnavard,,IRN,fa,Tehran,@zahra_rahnavard,not_sure,,Academic,influencer,Advocates for peace and women's rights
Iranian Peace Initiative,,IRN,fa,Tehran,@iran_peace_initiative,not_sure,,Initiative,influencer,Promotes peace and conflict resolution
Mohammad Khatami,,IRN,fa,Tehran,@mohammad_khatami,not_sure,,Former President,influencer,Advocates for reform and peace
Tehran Sustainability Network,,IRN,fa,Tehran,@tehran_sustainability,not_sure,,Network,influencer,Promotes sustainable development
Mansoureh Shojaee,,IRN,fa,Tehran,@mansoureh_shojaee,not_sure,,Activist,influencer,Women's rights and peace advocate
Iranian Climate Advocates,,IRN,fa,Tehran,@iran_climate_advocates,not_sure,,Group,influencer,Promotes climate action in Iran
Tehran Peace Forum,,IRN,fa,Tehran,@tehran_peace_forum,not_sure,,Forum,influencer,Focuses on peace and conflict resolution
Shahindokht Molaverdi,,IRN,fa,Tehran,@shahindokht_molaverdi,not_sure,,Politician,influencer,Advocates for women's rights and peace
Iranian Environmental Coalition,,IRN,fa,Tehran,@iran_environmental_coalition,not_sure,,Coalition,influencer,Focuses on environmental protection
Tehran Green Society,,IRN,fa,Tehran,@tehrangreensociety,not_sure,,Society,influencer,Promotes urban environmental initiatives
Narges Mohammadi,,IRN,fa,Tehran,@narges_mohammadi,not_sure,,Activist,influencer,Human rights and peace advocate
Iranian Nature Lovers,,IRN,fa,Tehran,@iran_nature_lovers,not_sure,,Group,influencer,Promotes nature conservation
Tehran Peace Advocates,,IRN,fa,Tehran,@tehran_peace_advocates,not_sure,,Group,influencer,Focuses on peace initiatives
Iranian Climate Network,,IRN,fa,Tehran,@iran_climate_network,not_sure,,Network,influencer,Promotes climate action in Tehran
Tehran Environmentalists,,IRN,fa,Tehran,@tehran_environmentalists,not_sure,,Group,influencer,Focuses on urban environmental issues
Iranian Peace Coalition,,IRN,fa,Tehran,@iran_peace_coalition,not_sure,,Coalition,influencer,Promotes peace and conflict resolution
Tehran Biodiversity Group,,IRN,fa,Tehran,@tehran_biodiversity,not_sure,,Group,influencer,Focuses on biodiversity conservation
Iranian Green Movement,,IRN,fa,Tehran,@iran_green_movement,not_sure,,Movement,influencer,Promotes environmental activism
Tehran Peace Network,,IRN,fa,Tehran,@tehran_peace_network,not_sure,,Network,influencer,Focuses on peace initiatives
Iranian Environmental Forum,,IRN,fa,Tehran,@iran_environmental_forum,not_sure,,Forum,influencer,Discusses environmental issues
Tehran Climate Advocates,,IRN,fa,Tehran,@tehran_climate_advocates,not_sure,,Group,influencer,Promotes climate action in Tehran
Iranian Peace Society,,IRN,fa,Tehran,@iran_peace_society,not_sure,,Society,influencer,Focuses on peace and conflict resolution
Tehran Nature Conservation,,IRN,fa,Tehran,@tehran_nature_conservation,not_sure,,Group,influencer,Promotes nature conservation
Iranian Climate Society,,IRN,fa,Tehran,@iran_climate_society,not_sure,,Society,influencer,Focuses on climate action
Tehran Peace Coalition,,IRN,fa,Tehran,@tehran_peace_coalition,not_sure,,Coalition,influencer,Promotes peace initiatives
Iranian Environmental Network,,IRN,fa,Tehran,@iran_environmental_network,not_sure,,Network,influencer,Focuses on environmental protection
Tehran Green Advocates,,IRN,fa,Tehran,@tehran_green_advocates,not_sure,,Group,influencer,Promotes urban environmental initiatives
Iranian Peace Network,,IRN,fa,Tehran,@iran_peace_network,not_sure,,Network,influencer,Focuses on peace and conflict resolution
Tehran Biodiversity Advocates,,IRN,fa,Tehran,@tehran_biodiversity_advocates,not_sure,,Group,influencer,Focuses on biodiversity conservation
Iranian Green Society,,IRN,fa,Tehran,@iran_green_society,not_sure,,Society,influencer,Promotes environmental activism
Tehran Peace Society,,IRN,fa,Tehran,@tehran_peace_society,not_sure,,Society,influencer,Focuses on peace initiatives
Iranian Environmental Advocates,,IRN,fa,Tehran,@iran_environmental_advocates,not_sure,,Group,influencer,Focuses on environmental protection
Tehran Climate Network,,IRN,fa,Tehran,@tehran_climate_network,not_sure,,Network,influencer,Promotes climate action in Tehran
Iranian Peace Advocates,,IRN,fa,Tehran,@iran_peace_advocates,not_sure,,Group,influencer,Focuses on peace and conflict resolution
Tehran Nature Society,,IRN,fa,Tehran,@tehran_nature_society,not_sure,,Society,influencer,Promotes nature conservation
Iranian Climate Coalition,,IRN,fa,Tehran,@iran_climate_coalition,not_sure,,Coalition,influencer,Focuses on climate action
Iranian Environmental Society,,IRN,fa,Tehran,@iran_environmental_society,not_found,,Society,influencer,Focuses on environmental protection
Tehran Green Network,,IRN,fa,Tehran,@tehran_green_network,not_found,,Network,influencer,Promotes urban environmental initiatives
Iranian Peace Forum,,IRN,fa,Tehran,@iran_peace_forum,not_found,,Forum,influencer,Focuses on peace and conflict resolution
Tehran Biodiversity Network,,IRN,fa,Tehran,@tehran_biodiversity_network,not_found,,Network,influencer,Focuses on biodiversity conservation
Iranian Green Advocates,,IRN,fa,Tehran,@iran_green_advocates,not_found,,Group,influencer,Promotes environmental activism
Tehran Climate Society,,IRN,fa,Tehran,@tehran_climate_society,not_found,,Society,influencer,Promotes climate action in Tehran
Tehran Nature Advocates,,IRN,fa,Tehran,@tehran_nature_advocates,not_found,,Group,influencer,Promotes nature conservation
Tehran Green Society,,IRN,fa,Tehran,@tehran_green_society,not_found,,Society,influencer,Promotes urban environmental initiatives
Nafise Motlaq,,IRN,fa,Tehran,@nafisemotlaq,not_sure,,Photographer,influencer,Environmental and social issues photographer
Ali Shariati,,IRN,fa,Tehran,@alishariati,not_sure,,Environmental Activist,influencer,Prominent environmental activist in Iran
Sara Masoumi,,IRN,fa,Tehran,@saramasoumi,not_sure,,Journalist,influencer,Covers geopolitics and international affairs
Hossein Derakhshan,,IRN,fa,Tehran,@h0d3r,@h0d3r,,Blogger,influencer,Influential blogger on Iranian politics
Zahra Eshraghi,,IRN,fa,Tehran,@zahra.eshraghi,not_sure,,Activist,influencer,Advocates for peace and women's rights
Mohammad Javad Zarif,,IRN,fa,Tehran,@jzarif_ir,not_sure,,Diplomat,influencer,"Former Foreign Minister, geopolitics expert"
Parastou Forouhar,,IRN,fa,Tehran,@parastouforouhar,not_sure,,Artist,influencer,Artist focusing on social justice
Reza Deghati,,IRN,fa,Tehran,@rezadeghati,@REZAphotography,,Photojournalist,influencer,Covers conflict and peace issues
Masih Alinejad,,IRN,fa,Tehran,@masih.alinejad,@AlinejadMasih,,Journalist,influencer,Covers human rights and social issues
Leila Araghian,,IRN,fa,Tehran,@leilaaraghian,not_sure,,Architect,influencer,Promotes sustainable architecture
Kaveh Madani,,IRN,fa,Tehran,@kavehmadani,@KavehMadani,,Environmental Scientist,influencer,Focuses on water and climate issues
Arash Sadeghi,,IRN,fa,Tehran,@arashsadeghi,not_sure,,Activist,influencer,Political activist and environmentalist
Nasim Soleimanpour,,IRN,fa,Tehran,@nasimsoleimanpour,not_sure,,Artist,influencer,Focuses on social and environmental themes
