name,email,country,language,city,instagram,twitter,phone,organization,type,notes
Leah Thomas,,YOR,en,New,@greengirlleah,@Leahtommi,,Intersectional Environmentalist,influencer,Advocates for inclusive environmentalism
Jamie Margolin,,YOR,en,New,@jamie_s_margolin,@Jamie_Margolin,,Zero Hour,influencer,Youth climate activist and author
Xiuhtezcatl Martinez,,YOR,en,New,@xiuhtezcatl,@xiuhtezcatl,,Earth Guardians,influencer,Indigenous climate activist and artist
Katharine Hayhoe,,YOR,en,New,@katharinehayhoe,@KHayhoe,,Climate Scientist,influencer,Climate scientist and communicator
Bill McKibben,,YOR,en,New,@billmckibben,@billmckibben,,350.org,influencer,Environmentalist and author
Naomi Klein,,YOR,en,New,@naomiaklein,@NaomiAKlein,,Author and activist,influencer,Writes on climate and capitalism
Greta Thunberg,,YOR,en,New,@gretathunberg,@GretaThunberg,,Fridays for Future,influencer,Global climate strike leader
Vanessa Nakate,,YOR,en,New,@vanessanakate1,@vanessa_vash,,Climate activist,influencer,Ugandan climate activist
David Wallace-Wells,,YOR,en,New,@dwallacewells,@dwallacewells,,New York Magazine,influencer,Writes on climate change
Alexandria Villaseñor,,YOR,en,New,@alexandriav2005,@AlexandriaV2005,,Earth Uprising,influencer,Youth climate activist
Ayana Elizabeth Johnson,,YOR,en,New,@ayanaeliza,@ayanaeliza,,Marine biologist,influencer,Focus on ocean conservation
Elizabeth Yeampierre,,YOR,en,New,@yeampierre,not_sure,,UPROSE,influencer,Brooklyn-based climate justice leader
Dr. Michael Mann,,YOR,en,New,@michaelmann,@MichaelEMann,,Climate Scientist,influencer,Renowned climate scientist
Bill Nye,,YOR,en,New,@billnye,@BillNye,,Science educator,influencer,Promotes science and climate action
Al Gore,,YOR,en,New,@algore,@algore,,Climate Reality Project,influencer,Former VP and climate advocate
Jane Goodall,,YOR,en,New,@janegoodallinst,@JaneGoodallInst,,Jane Goodall Institute,influencer,Primatologist and conservationist
Paul Hawken,,YOR,en,New,@paulhawken,not_sure,,Project Drawdown,influencer,Author and environmentalist
Yale Climate Connections,,YOR,en,New,@yaleclimateconnections,@YaleClimateComm,,Climate media,influencer,Climate news and analysis
Dr. Katharine Wilkinson,,YOR,en,New,@drkwilkinson,@DrKWilkinson,,Project Drawdown,influencer,Climate author and strategist
Dr. Jonathan Foley,,YOR,en,New,@globalecoguy,@GlobalEcoGuy,,Project Drawdown,influencer,Climate scientist and author
Dr. Leah Stokes,,YOR,en,New,@leahstokes,@leahstokes,,Political scientist,influencer,Focus on climate policy
Dr. Marshall Shepherd,,YOR,en,New,@drshepherd2013,@DrShepherd2013,,Meteorologist,influencer,Weather and climate expert
Dr. Kate Marvel,,YOR,en,New,@drkatemarvel,@DrKateMarvel,,Climate scientist,influencer,Researches climate change impacts
Dr. Gavin Schmidt,,YOR,en,New,@climateofgavin,@ClimateOfGavin,,NASA GISS,influencer,Climate scientist at NASA
